,is_used_opportunity,transfered_date,start_datetime,end_datetime,origin,duration
1135,0.0,0,1812302569.636,1812302619.636,Russia-KinoSat_110301,50.0
1136,0.0,0,1812302619.636,1812302669.636,Russia-KinoSat_110301,50.0
1137,0.0,0,1812302669.636,1812302719.636,Russia-KinoSat_110301,50.0
1138,0.0,0,1812302719.636,1812302769.636,Russia-KinoSat_110301,50.0
1139,1.0,21837,1812302769.636,1812302812.287,Russia-KinoSat_110301,42.651000022888184
1140,1.0,-6400,1812302812.287,1812302862.287,Moscow-KinoSat_110301,50.0
1141,1.0,-6400,1812302862.287,1812302912.287,Moscow-KinoSat_110301,50.0
1142,1.0,-6400,1812302912.287,1812302962.287,Moscow-KinoSat_110301,50.0
1143,1.0,-2637,1812302962.287,1812303012.287,Moscow-KinoSat_110301,50.0
1158,0.0,0,1812308389.279,1812308439.279,Russia-KinoSat_110301,50.0
1159,0.0,0,1812308439.279,1812308489.279,Russia-KinoSat_110301,50.0
1160,0.0,0,1812308489.279,1812308539.279,Russia-KinoSat_110301,50.0
1161,0.0,0,1812308539.279,1812308589.279,Russia-KinoSat_110301,50.0
1162,0.0,0,1812308589.279,1812308639.279,Russia-KinoSat_110301,50.0
1163,0.0,0,1812308639.279,1812308689.279,Russia-KinoSat_110301,50.0
1164,0.0,0,1812308689.279,1812308739.279,Russia-KinoSat_110301,50.0
1165,0.0,0,1812308739.279,1812308789.279,Russia-KinoSat_110301,50.0
1166,1.0,13523,1812308789.279,1812308815.691,Russia-KinoSat_110301,26.411999940872192
1167,1.0,-6400,1812308815.691,1812308865.691,Moscow-KinoSat_110301,50.0
1168,1.0,-6400,1812308865.691,1812308915.691,Moscow-KinoSat_110301,50.0
1169,1.0,-723,1812308915.691,1812308965.691,Moscow-KinoSat_110301,50.0
1172,0.0,0,1812313445.251,1812313495.251,Russia-KinoSat_110301,50.0
1173,0.0,0,1812313495.251,1812313545.251,Russia-KinoSat_110301,50.0
1174,1.0,16195,1812313545.251,1812313576.881,Russia-KinoSat_110301,31.630000114440918
1175,1.0,-6400,1812314012.857,1812314062.857,Moscow-KinoSat_110301,50.0
1176,1.0,-6400,1812314062.857,1812314112.857,Moscow-KinoSat_110301,50.0
1177,1.0,-3395,1812314112.857,1812314162.857,Moscow-KinoSat_110301,50.0
1181,0.0,0,1812314178.869,1812314228.869,Russia-KinoSat_110301,50.0
1182,1.0,5246,1812314228.869,1812314239.116,Russia-KinoSat_110301,10.246999979019165
1183,1.0,-5246,1812314239.116,1812314289.116,Moscow-KinoSat_110301,50.0
1194,0.0,0,1812319114.051,1812319164.051,Russia-KinoSat_110301,50.0
1195,1.0,8422,1812319164.051,1812319180.5,Russia-KinoSat_110301,16.448999881744385
1196,0.0,0,1812319229.33,1812319279.33,Russia-KinoSat_110301,50.0
1197,0.0,0,1812319279.33,1812319329.33,Russia-KinoSat_110301,50.0
1198,0.0,0,1812319329.33,1812319379.33,Russia-KinoSat_110301,50.0
1199,0.0,0,1812319379.33,1812319429.33,Russia-KinoSat_110301,50.0
1200,1.0,2192,1812319429.33,1812319433.611,Russia-KinoSat_110301,4.281000137329102
1201,1.0,-6400,1812319805.045,1812319855.045,Moscow-KinoSat_110301,50.0
1202,1.0,-4214,1812319855.045,1812319905.045,Moscow-KinoSat_110301,50.0
1211,0.0,0,1812324806.916,1812324856.916,Russia-KinoSat_110301,50.0
1212,0.0,0,1812324856.916,1812324906.916,Russia-KinoSat_110301,50.0
1213,0.0,0,1812324906.916,1812324933.269,Russia-KinoSat_110301,26.353000164031982
1214,0.0,0,1812324937.241,1812324987.241,Russia-KinoSat_110301,50.0
1215,0.0,0,1812324987.241,1812325037.241,Russia-KinoSat_110301,50.0
1216,0.0,0,1812325037.241,1812325087.241,Russia-KinoSat_110301,50.0
1217,0.0,0,1812325087.241,1812325137.241,Russia-KinoSat_110301,50.0
1218,0.0,0,1812325137.241,1812325187.241,Russia-KinoSat_110301,50.0
1219,0.0,0,1812325187.241,1812325237.241,Russia-KinoSat_110301,50.0
1220,0.0,0,1812325237.241,1812325258.483,Russia-KinoSat_110301,21.242000102996826
1221,0.0,0,1812325289.441,1812325319.105,Russia-KinoSat_110301,29.664000034332275
1222,0.0,0,1812330661.314,1812330711.314,Russia-KinoSat_110301,50.0
1223,0.0,0,1812330711.314,1812330761.314,Russia-KinoSat_110301,50.0
1224,0.0,0,1812330761.314,1812330811.314,Russia-KinoSat_110301,50.0
1225,0.0,0,1812330811.314,1812330861.314,Russia-KinoSat_110301,50.0
1226,0.0,0,1812330861.314,1812330911.314,Russia-KinoSat_110301,50.0
1227,0.0,0,1812330911.314,1812330961.314,Russia-KinoSat_110301,50.0
1228,0.0,0,1812330961.314,1812331011.314,Russia-KinoSat_110301,50.0
1229,0.0,0,1812331011.314,1812331061.314,Russia-KinoSat_110301,50.0
1230,0.0,0,1812331061.314,1812331103.114,Russia-KinoSat_110301,41.80000019073486
1231,0.0,0,1812336464.083,1812336514.083,Russia-KinoSat_110301,50.0
1232,0.0,0,1812336514.083,1812336564.083,Russia-KinoSat_110301,50.0
1233,0.0,0,1812336564.083,1812336614.083,Russia-KinoSat_110301,50.0
1234,0.0,0,1812336614.083,1812336664.083,Russia-KinoSat_110301,50.0
1235,1.0,9067,1812336664.083,1812336681.792,Russia-KinoSat_110301,17.70900011062622
1236,1.0,-6400,1812336681.792,1812336731.792,Moscow-KinoSat_110301,50.0
1237,1.0,-2667,1812336731.792,1812336781.792,Moscow-KinoSat_110301,50.0
1240,0.0,0,1812336681.792,1812336731.792,Russia-KinoSat_110301,50.0
1241,0.0,0,1812336731.792,1812336781.792,Russia-KinoSat_110301,50.0
1242,0.0,0,1812336781.792,1812336831.792,Russia-KinoSat_110301,50.0
1243,1.0,2978,1812336831.792,1812336837.609,Russia-KinoSat_110301,5.816999912261963
1244,1.0,-548,1812336837.609,1812336841.891,Moscow-KinoSat_110301,4.2820000648498535
1245,1.0,-2430,1812336841.891,1812336862.865,Moscow-KinoSat_110301,20.973999977111816
1246,1.0,10739,1812336841.891,1812336862.865,Russia-KinoSat_110301,20.973999977111816
1247,1.0,-6400,1812336862.865,1812336912.865,Moscow-KinoSat_110301,50.0
1248,1.0,-4339,1812336912.865,1812336962.865,Moscow-KinoSat_110301,50.0
1260,0.0,0,1812342347.877,1812342397.877,Russia-KinoSat_110301,50.0
1261,0.0,0,1812342397.877,1812342447.877,Russia-KinoSat_110301,50.0
1262,0.0,0,1812342447.877,1812342497.877,Russia-KinoSat_110301,50.0
1263,0.0,0,1812342497.877,1812342547.877,Russia-KinoSat_110301,50.0
1264,1.0,25221,1812342547.877,1812342597.137,Russia-KinoSat_110301,49.25999999046326
1265,1.0,-6400,1812342597.137,1812342647.137,Moscow-KinoSat_110301,50.0
1266,1.0,-6400,1812342647.137,1812342697.137,Moscow-KinoSat_110301,50.0
1267,1.0,-6400,1812342697.137,1812342747.137,Moscow-KinoSat_110301,50.0
1268,1.0,-5841,1812342747.137,1812342792.772,Moscow-KinoSat_110301,45.63499999046326
1269,1.0,-180,1812347792.259,1812347842.259,Moscow-KinoSat_110301,50.0
1282,0.0,0,1812347969.928,1812348019.928,Russia-KinoSat_110301,50.0
1283,0.0,0,1812348019.928,1812348069.928,Russia-KinoSat_110301,50.0
1284,0.0,0,1812348069.928,1812348119.928,Russia-KinoSat_110301,50.0
1285,0.0,0,1812348119.928,1812348169.928,Russia-KinoSat_110301,50.0
1286,0.0,0,1812348169.928,1812348219.928,Russia-KinoSat_110301,50.0
1287,0.0,0,1812348219.928,1812348269.928,Russia-KinoSat_110301,50.0
1288,0.0,0,1812348269.928,1812348319.928,Russia-KinoSat_110301,50.0
1289,0.0,0,1812348319.928,1812348369.928,Russia-KinoSat_110301,50.0
1290,1.0,7485,1812348369.928,1812348384.547,Russia-KinoSat_110301,14.61899995803833
1291,1.0,-6400,1812348384.547,1812348434.547,Moscow-KinoSat_110301,50.0
1292,1.0,-1085,1812348434.547,1812348484.547,Moscow-KinoSat_110301,50.0
1309,0.0,0,1812366452.539,1812366502.539,Russia-KinoSat_110301,50.0
1310,0.0,0,1812366502.539,1812366552.539,Russia-KinoSat_110301,50.0
1311,0.0,0,1812366552.539,1812366602.539,Russia-KinoSat_110301,50.0
1312,0.0,0,1812366602.539,1812366625.859,Russia-KinoSat_110301,23.319999933242798
1313,0.0,0,1812372244.399,1812372294.399,Russia-KinoSat_110301,50.0
1314,0.0,0,1812372294.399,1812372344.399,Russia-KinoSat_110301,50.0
1315,0.0,0,1812372344.399,1812372394.399,Russia-KinoSat_110301,50.0
1316,0.0,0,1812372394.399,1812372444.399,Russia-KinoSat_110301,50.0
1317,0.0,0,1812372444.399,1812372457.599,Russia-KinoSat_110301,13.200000047683716
1318,0.0,0,1812372527.894,1812372577.894,Russia-KinoSat_110301,50.0
1319,0.0,0,1812372577.894,1812372627.894,Russia-KinoSat_110301,50.0
1320,0.0,0,1812372627.894,1812372677.894,Russia-KinoSat_110301,50.0
1321,0.0,0,1812372677.894,1812372707.601,Russia-KinoSat_110301,29.707000017166138
1322,0.0,0,1812378038.513,1812378088.513,Russia-KinoSat_110301,50.0
1323,0.0,0,1812378088.513,1812378138.513,Russia-KinoSat_110301,50.0
1324,0.0,0,1812378138.513,1812378188.513,Russia-KinoSat_110301,50.0
1325,0.0,0,1812378188.513,1812378238.513,Russia-KinoSat_110301,50.0
1326,0.0,0,1812378238.513,1812378288.513,Russia-KinoSat_110301,50.0
1327,0.0,0,1812378288.513,1812378338.513,Russia-KinoSat_110301,50.0
1328,0.0,0,1812378338.513,1812378388.513,Russia-KinoSat_110301,50.0
1329,0.0,0,1812378388.513,1812378415.634,Russia-KinoSat_110301,27.121000051498413
1330,0.0,0,1812383770.475,1812383810.41,Russia-KinoSat_110301,39.93500018119812
1331,0.0,0,1812383816.612,1812383866.612,Russia-KinoSat_110301,50.0
1332,0.0,0,1812383866.612,1812383916.612,Russia-KinoSat_110301,50.0
1333,0.0,0,1812383916.612,1812383966.612,Russia-KinoSat_110301,50.0
1334,0.0,0,1812383966.612,1812384016.612,Russia-KinoSat_110301,50.0
1335,0.0,0,1812384016.612,1812384066.612,Russia-KinoSat_110301,50.0
1336,0.0,0,1812384066.612,1812384116.612,Russia-KinoSat_110301,50.0
1337,0.0,0,1812384116.612,1812384166.612,Russia-KinoSat_110301,50.0
1338,0.0,0,1812384166.612,1812384216.612,Russia-KinoSat_110301,50.0
1339,1.0,4990,1812384216.612,1812384226.359,Russia-KinoSat_110301,9.746999979019165
1340,0.0,0,1812389584.191,1812389610.94,Russia-KinoSat_110301,26.749000072479248
1341,0.0,0,1812389617.93,1812389649.73,Russia-KinoSat_110301,31.799999952316284
1342,1.0,9653,1812389653.887,1812389672.739,Russia-KinoSat_110301,18.85199999809265
1343,1.0,-4381,1812389672.739,1812389706.967,Moscow-KinoSat_110301,34.2279999256134
1344,1.0,17524,1812389672.739,1812389706.967,Russia-KinoSat_110301,34.2279999256134
1345,1.0,-320,1812389706.967,1812389709.47,Moscow-KinoSat_110301,2.503000020980835
1346,1.0,-6400,1812389709.47,1812389759.47,Moscow-KinoSat_110301,50.0
1347,1.0,-6400,1812389759.47,1812389809.47,Moscow-KinoSat_110301,50.0
1348,1.0,-6400,1812389809.47,1812389859.47,Moscow-KinoSat_110301,50.0
1349,1.0,-6400,1812389859.47,1812389909.47,Moscow-KinoSat_110301,50.0
1350,1.0,-1866,1812389909.47,1812389946.648,Moscow-KinoSat_110301,37.17799997329712
1351,0.0,0,1812389709.47,1812389759.47,Russia-KinoSat_110301,50.0
1352,0.0,0,1812389759.47,1812389809.47,Russia-KinoSat_110301,50.0
1353,0.0,0,1812389809.47,1812389859.47,Russia-KinoSat_110301,50.0
1354,0.0,0,1812389859.47,1812389909.47,Russia-KinoSat_110301,50.0
1355,1.0,19035,1812389909.47,1812389946.648,Russia-KinoSat_110301,37.17799997329712
1356,1.0,-6400,1812389946.648,1812389996.648,Moscow-KinoSat_110301,50.0
1357,1.0,-6400,1812389996.648,1812390046.648,Moscow-KinoSat_110301,50.0
1358,1.0,-6235,1812390046.648,1812390096.648,Moscow-KinoSat_110301,50.0
1374,0.0,0,1812395512.461,1812395562.461,Russia-KinoSat_110301,50.0
1375,0.0,0,1812395562.461,1812395612.461,Russia-KinoSat_110301,50.0
1376,0.0,0,1812395612.461,1812395662.461,Russia-KinoSat_110301,50.0
1377,0.0,0,1812395662.461,1812395712.461,Russia-KinoSat_110301,50.0
1378,0.0,0,1812395712.461,1812395762.461,Russia-KinoSat_110301,50.0
1379,0.0,0,1812395762.461,1812395812.461,Russia-KinoSat_110301,50.0
1380,0.0,0,1812395812.461,1812395862.461,Russia-KinoSat_110301,50.0
1381,0.0,0,1812395862.461,1812395912.461,Russia-KinoSat_110301,50.0
1382,1.0,7714,1812395912.461,1812395927.528,Russia-KinoSat_110301,15.067000150680542
1383,1.0,-6400,1812395927.528,1812395977.528,Moscow-KinoSat_110301,50.0
1384,1.0,-1314,1812395977.528,1812396027.528,Moscow-KinoSat_110301,50.0
1388,0.0,0,1812400571.115,1812400621.115,Russia-KinoSat_110301,50.0
1389,0.0,0,1812400621.115,1812400671.115,Russia-KinoSat_110301,50.0
1390,1.0,7132,1812400671.115,1812400685.044,Russia-KinoSat_110301,13.928999900817871
1391,1.0,-6400,1812401136.745,1812401186.745,Moscow-KinoSat_110301,50.0
1392,1.0,-732,1812401186.745,1812401236.745,Moscow-KinoSat_110301,50.0
1396,1.0,13101,1812401307.837,1812401333.425,Russia-KinoSat_110301,25.588000059127808
1397,1.0,-6400,1812401333.425,1812401383.425,Moscow-KinoSat_110301,50.0
1398,1.0,-6400,1812401383.425,1812401433.425,Moscow-KinoSat_110301,50.0
1399,1.0,-301,1812401433.425,1812401483.425,Moscow-KinoSat_110301,50.0
1408,0.0,0,1812406202.526,1812406252.526,Russia-KinoSat_110301,50.0
1409,0.0,0,1812406252.526,1812406285.381,Russia-KinoSat_110301,32.855000019073486
1410,0.0,0,1812406325.028,1812406375.028,Russia-KinoSat_110301,50.0
1411,0.0,0,1812406375.028,1812406425.028,Russia-KinoSat_110301,50.0
1412,0.0,0,1812406425.028,1812406475.028,Russia-KinoSat_110301,50.0
1413,0.0,0,1812406475.028,1812406525.028,Russia-KinoSat_110301,50.0
1414,1.0,20085,1812406525.028,1812406564.257,Russia-KinoSat_110301,39.228999853134155
1415,1.0,-6400,1812406934.749,1812406984.749,Moscow-KinoSat_110301,50.0
1416,1.0,-6400,1812406984.749,1812407034.749,Moscow-KinoSat_110301,50.0
1417,1.0,-6400,1812407034.749,1812407084.749,Moscow-KinoSat_110301,50.0
1418,1.0,-885,1812407084.749,1812407134.749,Moscow-KinoSat_110301,50.0
1424,0.0,0,1812411897.161,1812411947.161,Russia-KinoSat_110301,50.0
1425,0.0,0,1812411947.161,1812411997.161,Russia-KinoSat_110301,50.0
1426,0.0,0,1812411997.161,1812412047.161,Russia-KinoSat_110301,50.0
1427,0.0,0,1812412047.161,1812412097.161,Russia-KinoSat_110301,50.0
1428,0.0,0,1812412097.161,1812412147.161,Russia-KinoSat_110301,50.0
1429,0.0,0,1812412147.161,1812412197.161,Russia-KinoSat_110301,50.0
1430,0.0,0,1812412197.161,1812412247.161,Russia-KinoSat_110301,50.0
1431,0.0,0,1812412247.161,1812412297.161,Russia-KinoSat_110301,50.0
1432,0.0,0,1812412297.161,1812412347.161,Russia-KinoSat_110301,50.0
1433,0.0,0,1812412347.161,1812412386.705,Russia-KinoSat_110301,39.543999910354614
1434,0.0,0,1812412406.515,1812412456.515,Russia-KinoSat_110301,50.0
1435,1.0,4798,1812412456.515,1812412465.886,Russia-KinoSat_110301,9.370999813079834
1436,0.0,0,1812417775.818,1812417825.818,Russia-KinoSat_110301,50.0
1437,0.0,0,1812417825.818,1812417875.818,Russia-KinoSat_110301,50.0
1438,0.0,0,1812417875.818,1812417925.818,Russia-KinoSat_110301,50.0
1439,0.0,0,1812417925.818,1812417975.818,Russia-KinoSat_110301,50.0
1440,0.0,0,1812417975.818,1812418025.818,Russia-KinoSat_110301,50.0
1441,0.0,0,1812418025.818,1812418075.818,Russia-KinoSat_110301,50.0
1442,0.0,0,1812418075.818,1812418125.818,Russia-KinoSat_110301,50.0
1443,0.0,0,1812418125.818,1812418175.818,Russia-KinoSat_110301,50.0
1444,0.0,0,1812418175.818,1812418224.534,Russia-KinoSat_110301,48.71599984169006
1445,0.0,0,1812423592.242,1812423642.242,Russia-KinoSat_110301,50.0
1446,0.0,0,1812423642.242,1812423692.242,Russia-KinoSat_110301,50.0
1447,0.0,0,1812423692.242,1812423742.242,Russia-KinoSat_110301,50.0
1448,1.0,5637,1812423742.242,1812423753.251,Russia-KinoSat_110301,11.008999824523926
1449,1.0,-6400,1812423753.251,1812423803.251,Moscow-KinoSat_110301,50.0
1450,1.0,-4035,1812423803.251,1812423853.251,Moscow-KinoSat_110301,50.0
1453,0.0,0,1812423753.251,1812423803.251,Russia-KinoSat_110301,50.0
1454,0.0,0,1812423803.251,1812423853.251,Russia-KinoSat_110301,50.0
1455,0.0,0,1812423853.251,1812423903.251,Russia-KinoSat_110301,50.0
1456,1.0,3748,1812423903.251,1812423910.572,Russia-KinoSat_110301,7.321000099182129
1457,1.0,-2407,1812423910.572,1812423929.378,Moscow-KinoSat_110301,18.805999994277954
1458,1.0,-1341,1812423929.378,1812423979.378,Moscow-KinoSat_110301,50.0
1460,1.0,25600,1812423929.378,1812423979.378,Russia-KinoSat_110301,50.0
1461,1.0,936,1812423979.378,1812423981.207,Russia-KinoSat_110301,1.8289999961853027
1462,1.0,-6400,1812423981.207,1812424031.207,Moscow-KinoSat_110301,50.0
1463,1.0,-6400,1812424031.207,1812424081.207,Moscow-KinoSat_110301,50.0
1464,1.0,-3492,1812424081.207,1812424108.491,Moscow-KinoSat_110301,27.283999919891357
1465,1.0,-6400,1812429244.755,1812429294.755,Moscow-KinoSat_110301,50.0
1466,1.0,-3844,1812429294.755,1812429344.755,Moscow-KinoSat_110301,50.0
1476,0.0,0,1812429445.669,1812429495.669,Russia-KinoSat_110301,50.0
1477,0.0,0,1812429495.669,1812429545.669,Russia-KinoSat_110301,50.0
1478,0.0,0,1812429545.669,1812429595.669,Russia-KinoSat_110301,50.0
1479,0.0,0,1812429595.669,1812429645.669,Russia-KinoSat_110301,50.0
1480,0.0,0,1812429645.669,1812429695.669,Russia-KinoSat_110301,50.0
1481,1.0,10217,1812429695.669,1812429715.625,Russia-KinoSat_110301,19.956000089645386
1482,1.0,-6400,1812429715.625,1812429765.625,Moscow-KinoSat_110301,50.0
1483,1.0,-3817,1812429765.625,1812429815.625,Moscow-KinoSat_110301,50.0
1493,0.0,0,1812435109.551,1812435159.551,Russia-KinoSat_110301,50.0
1494,1.0,4755,1812435159.551,1812435168.839,Russia-KinoSat_110301,9.287999868392944
1495,1.0,-4755,1812435168.839,1812435213.811,Moscow-KinoSat_110301,44.97200012207031
1501,0.0,0,1812435213.811,1812435263.811,Russia-KinoSat_110301,50.0
1502,0.0,0,1812435263.811,1812435313.811,Russia-KinoSat_110301,50.0
1503,0.0,0,1812435313.811,1812435363.811,Russia-KinoSat_110301,50.0
1504,0.0,0,1812435363.811,1812435413.811,Russia-KinoSat_110301,50.0
1505,1.0,6852,1812435413.811,1812435427.194,Russia-KinoSat_110301,13.382999897003174
1506,1.0,-6400,1812435427.194,1812435477.194,Moscow-KinoSat_110301,50.0
1507,1.0,-452,1812435477.194,1812435527.194,Moscow-KinoSat_110301,50.0
1525,0.0,0,1812453579.41,1812453629.41,Russia-KinoSat_110301,50.0
1526,0.0,0,1812453629.41,1812453679.41,Russia-KinoSat_110301,50.0
1527,0.0,0,1812453679.41,1812453729.41,Russia-KinoSat_110301,50.0
1528,0.0,0,1812453729.41,1812453772.37,Russia-KinoSat_110301,42.959999799728394
1529,0.0,0,1812453785.07,1812453835.07,Russia-KinoSat_110301,50.0
1530,0.0,0,1812453835.07,1812453846.946,Russia-KinoSat_110301,11.876000165939331
1531,0.0,0,1812459360.599,1812459410.599,Russia-KinoSat_110301,50.0
1532,0.0,0,1812459410.599,1812459460.599,Russia-KinoSat_110301,50.0
1533,0.0,0,1812459460.599,1812459510.599,Russia-KinoSat_110301,50.0
1534,0.0,0,1812459510.599,1812459560.599,Russia-KinoSat_110301,50.0
1535,0.0,0,1812459560.599,1812459610.599,Russia-KinoSat_110301,50.0
1536,0.0,0,1812459610.599,1812459632.543,Russia-KinoSat_110301,21.944000005722046
1537,0.0,0,1812459649.055,1812459699.055,Russia-KinoSat_110301,50.0
1538,0.0,0,1812459699.055,1812459749.055,Russia-KinoSat_110301,50.0
1539,0.0,0,1812459749.055,1812459758.007,Russia-KinoSat_110301,8.95199990272522
1540,0.0,0,1812459805.87,1812459842.122,Russia-KinoSat_110301,36.25200009346008
1541,0.0,0,1812465154.388,1812465204.388,Russia-KinoSat_110301,50.0
1542,0.0,0,1812465204.388,1812465254.388,Russia-KinoSat_110301,50.0
1543,0.0,0,1812465254.388,1812465304.388,Russia-KinoSat_110301,50.0
1544,0.0,0,1812465304.388,1812465354.388,Russia-KinoSat_110301,50.0
1545,0.0,0,1812465354.388,1812465404.388,Russia-KinoSat_110301,50.0
1546,0.0,0,1812465404.388,1812465454.388,Russia-KinoSat_110301,50.0
1547,0.0,0,1812465454.388,1812465504.388,Russia-KinoSat_110301,50.0
1548,0.0,0,1812465504.388,1812465549.63,Russia-KinoSat_110301,45.242000102996826
1549,0.0,0,1812470887.161,1812470937.161,Russia-KinoSat_110301,50.0
1550,0.0,0,1812470937.161,1812470987.161,Russia-KinoSat_110301,50.0
1551,0.0,0,1812470987.161,1812471037.161,Russia-KinoSat_110301,50.0
1552,0.0,0,1812471037.161,1812471087.161,Russia-KinoSat_110301,50.0
1553,0.0,0,1812471087.161,1812471137.161,Russia-KinoSat_110301,50.0
1554,0.0,0,1812471137.161,1812471187.161,Russia-KinoSat_110301,50.0
1555,0.0,0,1812471187.161,1812471237.161,Russia-KinoSat_110301,50.0
1556,0.0,0,1812471237.161,1812471287.161,Russia-KinoSat_110301,50.0
1557,0.0,0,1812471287.161,1812471337.161,Russia-KinoSat_110301,50.0
1558,1.0,7789,1812471337.161,1812471352.374,Russia-KinoSat_110301,15.213000059127808
1559,1.0,7228,1812476746.951,1812476761.068,Russia-KinoSat_110301,14.117000102996826
1560,1.0,4919,1812476770.584,1812476780.191,Russia-KinoSat_110301,9.60699987411499
1561,1.0,-6400,1812476780.191,1812476830.191,Moscow-KinoSat_110301,50.0
1562,1.0,-211,1812476830.191,1812476831.836,Moscow-KinoSat_110301,1.6449999809265137
1563,0.0,0,1812476780.191,1812476830.191,Russia-KinoSat_110301,50.0
1564,1.0,842,1812476830.191,1812476831.836,Russia-KinoSat_110301,1.6449999809265137
1565,1.0,-2246,1812476831.836,1812476849.39,Moscow-KinoSat_110301,17.55400013923645
1566,1.0,-994,1812476849.39,1812476857.15,Moscow-KinoSat_110301,7.759999990463257
1567,1.0,3973,1812476849.39,1812476857.15,Russia-KinoSat_110301,7.759999990463257
1568,1.0,-2555,1812476857.15,1812476877.116,Moscow-KinoSat_110301,19.965999841690063
1569,1.0,-6400,1812476877.116,1812476927.116,Moscow-KinoSat_110301,50.0
1570,1.0,-5945,1812476927.116,1812476977.116,Moscow-KinoSat_110301,50.0
1574,0.0,0,1812476877.116,1812476927.116,Russia-KinoSat_110301,50.0
1575,0.0,0,1812476927.116,1812476977.116,Russia-KinoSat_110301,50.0
1576,0.0,0,1812476977.116,1812477027.116,Russia-KinoSat_110301,50.0
1577,0.0,0,1812477027.116,1812477077.116,Russia-KinoSat_110301,50.0
1578,1.0,3415,1812477077.116,1812477083.785,Russia-KinoSat_110301,6.669000148773193
1579,1.0,-3415,1812477083.785,1812477133.785,Moscow-KinoSat_110301,50.0
1597,0.0,0,1812482658.438,1812482708.438,Russia-KinoSat_110301,50.0
1598,0.0,0,1812482708.438,1812482758.438,Russia-KinoSat_110301,50.0
1599,0.0,0,1812482758.438,1812482808.438,Russia-KinoSat_110301,50.0
1600,0.0,0,1812482808.438,1812482858.438,Russia-KinoSat_110301,50.0
1601,0.0,0,1812482858.438,1812482908.438,Russia-KinoSat_110301,50.0
1602,1.0,25600,1812482908.438,1812482958.438,Russia-KinoSat_110301,50.0
1603,1.0,874,1812482958.438,1812482960.146,Russia-KinoSat_110301,1.7079999446868896
1604,1.0,-6400,1812482960.146,1812483010.146,Moscow-KinoSat_110301,50.0
1605,1.0,-6400,1812483010.146,1812483060.146,Moscow-KinoSat_110301,50.0
1606,1.0,-6400,1812483060.146,1812483110.146,Moscow-KinoSat_110301,50.0
1607,1.0,-6400,1812483110.146,1812483160.146,Moscow-KinoSat_110301,50.0
1608,1.0,-874,1812483160.146,1812483210.146,Moscow-KinoSat_110301,50.0
1611,0.0,0,1812487687.098,1812487737.098,Russia-KinoSat_110301,50.0
1612,0.0,0,1812487737.098,1812487787.098,Russia-KinoSat_110301,50.0
1613,1.0,19092,1812487787.098,1812487824.388,Russia-KinoSat_110301,37.28999996185303
1614,1.0,-6400,1812488261.108,1812488311.108,Moscow-KinoSat_110301,50.0
1615,1.0,-6400,1812488311.108,1812488361.108,Moscow-KinoSat_110301,50.0
1616,1.0,-6292,1812488361.108,1812488411.108,Moscow-KinoSat_110301,50.0
1628,0.0,0,1812493459.728,1812493509.728,Russia-KinoSat_110301,50.0
1629,0.0,0,1812493509.728,1812493559.728,Russia-KinoSat_110301,50.0
1630,0.0,0,1812493559.728,1812493609.728,Russia-KinoSat_110301,50.0
1631,0.0,0,1812493609.728,1812493659.728,Russia-KinoSat_110301,50.0
1632,1.0,4814,1812493659.728,1812493669.131,Russia-KinoSat_110301,9.403000116348267
1633,1.0,-4814,1812494066.233,1812494116.233,Moscow-KinoSat_110301,50.0
1641,0.0,0,1812499071.405,1812499121.405,Russia-KinoSat_110301,50.0
1642,0.0,0,1812499121.405,1812499171.405,Russia-KinoSat_110301,50.0
1643,0.0,0,1812499171.405,1812499221.405,Russia-KinoSat_110301,50.0
1644,0.0,0,1812499221.405,1812499271.405,Russia-KinoSat_110301,50.0
1645,0.0,0,1812499271.405,1812499321.405,Russia-KinoSat_110301,50.0
1646,0.0,0,1812499321.405,1812499371.405,Russia-KinoSat_110301,50.0
1647,0.0,0,1812499371.405,1812499421.405,Russia-KinoSat_110301,50.0
1648,0.0,0,1812499421.405,1812499471.405,Russia-KinoSat_110301,50.0
1649,0.0,0,1812499471.405,1812499521.405,Russia-KinoSat_110301,50.0
1650,1.0,167,1812499521.405,1812499521.732,Russia-KinoSat_110301,0.32700014114379883
1651,0.0,0,1812499525.888,1812499575.888,Russia-KinoSat_110301,50.0
1652,1.0,5261,1812499575.888,1812499586.162,Russia-KinoSat_110301,10.2739999294281
1653,0.0,0,1812504917.289,1812504967.289,Russia-KinoSat_110301,50.0
1654,0.0,0,1812504967.289,1812505017.289,Russia-KinoSat_110301,50.0
1655,0.0,0,1812505017.289,1812505067.289,Russia-KinoSat_110301,50.0
1656,0.0,0,1812505067.289,1812505117.289,Russia-KinoSat_110301,50.0
1657,0.0,0,1812505117.289,1812505167.289,Russia-KinoSat_110301,50.0
1658,0.0,0,1812505167.289,1812505217.289,Russia-KinoSat_110301,50.0
1659,0.0,0,1812505217.289,1812505267.289,Russia-KinoSat_110301,50.0
1660,0.0,0,1812505267.289,1812505317.289,Russia-KinoSat_110301,50.0
1661,1.0,7378,1812505317.289,1812505331.7,Russia-KinoSat_110301,14.41100001335144
1662,0.0,0,1812510740.855,1812510790.855,Russia-KinoSat_110301,50.0
1663,0.0,0,1812510790.855,1812510829.979,Russia-KinoSat_110301,39.12400007247925
1664,1.0,-6400,1812510829.979,1812510879.979,Moscow-KinoSat_110301,50.0
