,index,start_datetime,end_datetime,origin,duration
3759,4823,1812483339.026,1812483477.267,Magadan1-KinoSat_110508,138.2409999370575
3760,4824,1812483339.026,1812483477.267,Norilsk-KinoSat_110508,138.2409999370575
3763,4832,1812483477.267,1812483499.41,Magadan1-KinoSat_110508,22.14300012588501
3764,4833,1812483477.267,1812483499.41,Norilsk-KinoSat_110508,22.14300012588501
3765,4834,1812483477.267,1812483499.41,Magadan2-KinoSat_110508,22.14300012588501
3766,4835,1812483477.267,1812483499.41,Anadyr2-KinoSat_110508,22.14300012588501
3767,4836,1812483477.267,1812483499.41,Murmansk1-KinoSat_110508,22.14300012588501
3768,4837,1812483477.267,1812483499.41,Murmansk2-KinoSat_110508,22.14300012588501
3772,4846,1812483499.41,1812483533.654,Murmansk2-KinoSat_110508,34.24399995803833
3769,4843,1812483499.41,1812483533.654,Norilsk-KinoSat_110508,34.24399995803833
3770,4844,1812483499.41,1812483533.654,Anadyr2-KinoSat_110508,34.24399995803833
3771,4845,1812483499.41,1812483533.654,Murmansk1-KinoSat_110508,34.24399995803833
3775,4849,1812483533.654,1812483591.686,Murmansk2-KinoSat_110508,58.03200006484985
3773,4847,1812483533.654,1812483591.686,Norilsk-KinoSat_110508,58.03200006484985
3774,4848,1812483533.654,1812483591.686,Murmansk1-KinoSat_110508,58.03200006484985
3776,4850,1812483591.686,1812483684.924,Norilsk-KinoSat_110508,93.23799991607666
3777,4851,1812483591.686,1812483684.924,Novosib-KinoSat_110508,93.23799991607666
3778,4852,1812483591.686,1812483684.924,Murmansk1-KinoSat_110508,93.23799991607666
3779,4853,1812483591.686,1812483684.924,Murmansk2-KinoSat_110508,93.23799991607666
3784,4858,1812483684.924,1812484080.608,Murmansk2-KinoSat_110508,395.6840000152588
3780,4854,1812483684.924,1812484080.608,Norilsk-KinoSat_110508,395.6840000152588
3781,4855,1812483684.924,1812484080.608,Novosib-KinoSat_110508,395.6840000152588
3782,4856,1812483684.924,1812484080.608,Moscow-KinoSat_110508,395.6840000152588
3783,4857,1812483684.924,1812484080.608,Murmansk1-KinoSat_110508,395.6840000152588
3788,4862,1812484080.608,1812484180.145,Murmansk2-KinoSat_110508,99.53699994087219
3787,4861,1812484080.608,1812484180.145,Murmansk1-KinoSat_110508,99.53699994087219
3785,4859,1812484080.608,1812484180.145,Novosib-KinoSat_110508,99.53699994087219
3786,4860,1812484080.608,1812484180.145,Moscow-KinoSat_110508,99.53699994087219
3789,4866,1812484180.145,1812484206.669,Novosib-KinoSat_110508,26.5239999294281
3790,4867,1812484180.145,1812484206.669,Moscow-KinoSat_110508,26.5239999294281
3791,4868,1812484206.669,1812484405.198,Moscow-KinoSat_110508,198.52900004386902
3792,4869,1812488519.258,1812488691.204,Anadyr2-KinoSat_110508,171.94600009918213
3794,4873,1812488691.204,1812489065.329,Magadan2-KinoSat_110508,374.125
3795,4874,1812488691.204,1812489065.329,Anadyr2-KinoSat_110508,374.125
3793,4872,1812488691.204,1812489065.329,Magadan1-KinoSat_110508,374.125
3799,4878,1812489065.329,1812489234.839,Anadyr2-KinoSat_110508,169.50999999046326
3798,4877,1812489065.329,1812489234.839,Magadan2-KinoSat_110508,169.50999999046326
3797,4876,1812489065.329,1812489234.839,Norilsk-KinoSat_110508,169.50999999046326
3796,4875,1812489065.329,1812489234.839,Magadan1-KinoSat_110508,169.50999999046326
3800,4884,1812489234.839,1812489252.816,Magadan1-KinoSat_110508,17.97699999809265
3801,4885,1812489234.839,1812489252.816,Norilsk-KinoSat_110508,17.97699999809265
3802,4886,1812489234.839,1812489252.816,Magadan2-KinoSat_110508,17.97699999809265
3803,4887,1812489234.839,1812489252.816,Anadyr2-KinoSat_110508,17.97699999809265
3804,4888,1812489234.839,1812489252.816,Murmansk1-KinoSat_110508,17.97699999809265
3805,4889,1812489234.839,1812489252.816,Murmansk2-KinoSat_110508,17.97699999809265
3809,4898,1812489252.816,1812489283.99,Murmansk2-KinoSat_110508,31.174000024795532
3808,4897,1812489252.816,1812489283.99,Murmansk1-KinoSat_110508,31.174000024795532
3806,4895,1812489252.816,1812489283.99,Norilsk-KinoSat_110508,31.174000024795532
3807,4896,1812489252.816,1812489283.99,Anadyr2-KinoSat_110508,31.174000024795532
3810,4899,1812489283.99,1812489427.58,Norilsk-KinoSat_110508,143.5899999141693
3811,4900,1812489283.99,1812489427.58,Murmansk1-KinoSat_110508,143.5899999141693
3812,4901,1812489283.99,1812489427.58,Murmansk2-KinoSat_110508,143.5899999141693
3813,4902,1812489427.58,1812489430.2,Norilsk-KinoSat_110508,2.620000123977661
3814,4903,1812489427.58,1812489430.2,Moscow-KinoSat_110508,2.620000123977661
3815,4904,1812489427.58,1812489430.2,Murmansk1-KinoSat_110508,2.620000123977661
3816,4905,1812489427.58,1812489430.2,Murmansk2-KinoSat_110508,2.620000123977661
3820,4909,1812489430.2,1812489637.289,Murmansk1-KinoSat_110508,207.08899998664856
3819,4908,1812489430.2,1812489637.289,Moscow-KinoSat_110508,207.08899998664856
3821,4910,1812489430.2,1812489637.289,Murmansk2-KinoSat_110508,207.08899998664856
3817,4906,1812489430.2,1812489637.289,Norilsk-KinoSat_110508,207.08899998664856
3818,4907,1812489430.2,1812489637.289,Novosib-KinoSat_110508,207.08899998664856
3822,4911,1812489637.289,1812489743.439,Norilsk-KinoSat_110508,106.14999985694885
3823,4912,1812489637.289,1812489743.439,Moscow-KinoSat_110508,106.14999985694885
3824,4913,1812489637.289,1812489743.439,Murmansk1-KinoSat_110508,106.14999985694885
3825,4914,1812489637.289,1812489743.439,Murmansk2-KinoSat_110508,106.14999985694885
3826,4915,1812489743.439,1812490010.576,Moscow-KinoSat_110508,267.13700008392334
3827,4916,1812489743.439,1812490010.576,Murmansk1-KinoSat_110508,267.13700008392334
3828,4917,1812489743.439,1812490010.576,Murmansk2-KinoSat_110508,267.13700008392334
3829,4920,1812490010.576,1812490189.327,Moscow-KinoSat_110508,178.75099992752075
3831,4925,1812494283.182,1812494753.58,Anadyr2-KinoSat_110508,470.39800000190735
3832,4926,1812494283.182,1812494753.58,Magadan2-KinoSat_110508,470.39800000190735
3830,4924,1812494283.182,1812494753.58,Magadan1-KinoSat_110508,470.39800000190735
3833,4927,1812494753.58,1812494988.535,Magadan1-KinoSat_110508,234.95500016212463
3834,4928,1812494753.58,1812494988.535,Norilsk-KinoSat_110508,234.95500016212463
3835,4929,1812494753.58,1812494988.535,Anadyr2-KinoSat_110508,234.95500016212463
3836,4930,1812494753.58,1812494988.535,Magadan2-KinoSat_110508,234.95500016212463
3837,4936,1812494988.535,1812495018.884,Magadan1-KinoSat_110508,30.348999977111816
3838,4937,1812494988.535,1812495018.884,Norilsk-KinoSat_110508,30.348999977111816
3839,4938,1812494988.535,1812495018.884,Anadyr2-KinoSat_110508,30.348999977111816
3840,4939,1812494988.535,1812495018.884,Magadan2-KinoSat_110508,30.348999977111816
3841,4940,1812494988.535,1812495018.884,Murmansk1-KinoSat_110508,30.348999977111816
3842,4941,1812494988.535,1812495018.884,Murmansk2-KinoSat_110508,30.348999977111816
3846,4950,1812495018.884,1812495038.505,Murmansk2-KinoSat_110508,19.621000051498413
3845,4949,1812495018.884,1812495038.505,Murmansk1-KinoSat_110508,19.621000051498413
3843,4947,1812495018.884,1812495038.505,Norilsk-KinoSat_110508,19.621000051498413
3844,4948,1812495018.884,1812495038.505,Anadyr2-KinoSat_110508,19.621000051498413
3847,4951,1812495038.505,1812495207.413,Norilsk-KinoSat_110508,168.9079999923706
3848,4952,1812495038.505,1812495207.413,Murmansk1-KinoSat_110508,168.9079999923706
3849,4953,1812495038.505,1812495207.413,Murmansk2-KinoSat_110508,168.9079999923706
3850,4954,1812495207.413,1812495402.4,Norilsk-KinoSat_110508,194.9869999885559
3851,4955,1812495207.413,1812495402.4,Moscow-KinoSat_110508,194.9869999885559
3852,4956,1812495207.413,1812495402.4,Murmansk1-KinoSat_110508,194.9869999885559
3853,4957,1812495207.413,1812495402.4,Murmansk2-KinoSat_110508,194.9869999885559
3854,4958,1812495402.4,1812495740.012,Moscow-KinoSat_110508,337.6119999885559
3855,4959,1812495402.4,1812495740.012,Murmansk1-KinoSat_110508,337.6119999885559
3856,4960,1812495402.4,1812495740.012,Murmansk2-KinoSat_110508,337.6119999885559
3857,4963,1812495740.012,1812495796.08,Moscow-KinoSat_110508,56.067999839782715
3858,4965,1812500008.921,1812500195.71,Magadan1-KinoSat_110508,186.78900003433228
3859,4966,1812500008.921,1812500195.71,Magadan2-KinoSat_110508,186.78900003433228
3860,4967,1812500195.71,1812500311.774,Magadan1-KinoSat_110508,116.06399989128113
3861,4968,1812500195.71,1812500311.774,Anadyr2-KinoSat_110508,116.06399989128113
3862,4969,1812500195.71,1812500311.774,Magadan2-KinoSat_110508,116.06399989128113
3865,4972,1812500311.774,1812500398.354,Magadan2-KinoSat_110508,86.58000016212463
3866,4973,1812500311.774,1812500398.354,Irkutsk-KinoSat_110508,86.58000016212463
3863,4970,1812500311.774,1812500398.354,Magadan1-KinoSat_110508,86.58000016212463
3864,4971,1812500311.774,1812500398.354,Anadyr2-KinoSat_110508,86.58000016212463
3871,4978,1812500398.354,1812500410.572,Irkutsk-KinoSat_110508,12.217999935150146
3870,4977,1812500398.354,1812500410.572,Russia-KinoSat_110508,12.217999935150146
3867,4974,1812500398.354,1812500410.572,Magadan1-KinoSat_110508,12.217999935150146
3868,4975,1812500398.354,1812500410.572,Anadyr2-KinoSat_110508,12.217999935150146
3869,4976,1812500398.354,1812500410.572,Magadan2-KinoSat_110508,12.217999935150146
3872,4979,1812500410.572,1812500617.721,Magadan1-KinoSat_110508,207.1489999294281
3873,4980,1812500410.572,1812500617.721,Norilsk-KinoSat_110508,207.1489999294281
3874,4981,1812500410.572,1812500617.721,Anadyr2-KinoSat_110508,207.1489999294281
3875,4982,1812500410.572,1812500617.721,Magadan2-KinoSat_110508,207.1489999294281
3876,4983,1812500410.572,1812500617.721,Russia-KinoSat_110508,207.1489999294281
3877,4984,1812500410.572,1812500617.721,Irkutsk-KinoSat_110508,207.1489999294281
3882,4989,1812500617.721,1812500687.386,Irkutsk-KinoSat_110508,69.66499996185303
3881,4988,1812500617.721,1812500687.386,Magadan2-KinoSat_110508,69.66499996185303
3878,4985,1812500617.721,1812500687.386,Magadan1-KinoSat_110508,69.66499996185303
3879,4986,1812500617.721,1812500687.386,Norilsk-KinoSat_110508,69.66499996185303
3880,4987,1812500617.721,1812500687.386,Anadyr2-KinoSat_110508,69.66499996185303
3885,4992,1812500687.386,1812500722.896,Anadyr2-KinoSat_110508,35.50999999046326
3883,4990,1812500687.386,1812500722.896,Magadan1-KinoSat_110508,35.50999999046326
3884,4991,1812500687.386,1812500722.896,Norilsk-KinoSat_110508,35.50999999046326
3886,4993,1812500687.386,1812500722.896,Magadan2-KinoSat_110508,35.50999999046326
3891,5003,1812500722.896,1812500771.744,Murmansk2-KinoSat_110508,48.848000049591064
3890,5002,1812500722.896,1812500771.744,Magadan2-KinoSat_110508,48.848000049591064
3892,5004,1812500722.896,1812500771.744,Murmansk1-KinoSat_110508,48.848000049591064
3888,5000,1812500722.896,1812500771.744,Norilsk-KinoSat_110508,48.848000049591064
3887,4999,1812500722.896,1812500771.744,Magadan1-KinoSat_110508,48.848000049591064
3889,5001,1812500722.896,1812500771.744,Anadyr2-KinoSat_110508,48.848000049591064
3896,5008,1812500771.744,1812500775.33,Murmansk2-KinoSat_110508,3.5859999656677246
3897,5009,1812500771.744,1812500775.33,Murmansk1-KinoSat_110508,3.5859999656677246
3893,5005,1812500771.744,1812500775.33,Magadan1-KinoSat_110508,3.5859999656677246
3894,5006,1812500771.744,1812500775.33,Norilsk-KinoSat_110508,3.5859999656677246
3895,5007,1812500771.744,1812500775.33,Magadan2-KinoSat_110508,3.5859999656677246
3900,5016,1812500775.33,1812501074.047,Murmansk1-KinoSat_110508,298.7170000076294
3898,5014,1812500775.33,1812501074.047,Norilsk-KinoSat_110508,298.7170000076294
3899,5015,1812500775.33,1812501074.047,Murmansk2-KinoSat_110508,298.7170000076294
3901,5017,1812501074.047,1812501095.243,Norilsk-KinoSat_110508,21.19600009918213
3902,5018,1812501074.047,1812501095.243,Moscow-KinoSat_110508,21.19600009918213
3903,5019,1812501074.047,1812501095.243,Murmansk2-KinoSat_110508,21.19600009918213
3904,5020,1812501074.047,1812501095.243,Murmansk1-KinoSat_110508,21.19600009918213
3905,5021,1812501095.243,1812501186.81,Moscow-KinoSat_110508,91.56699991226196
3906,5022,1812501095.243,1812501186.81,Murmansk2-KinoSat_110508,91.56699991226196
3907,5023,1812501095.243,1812501186.81,Murmansk1-KinoSat_110508,91.56699991226196
3909,5025,1812501186.81,1812501403.036,Murmansk1-KinoSat_110508,216.2260000705719
3908,5024,1812501186.81,1812501403.036,Murmansk2-KinoSat_110508,216.2260000705719
3910,5027,1812505806.33,1812505913.677,Irkutsk-KinoSat_110508,107.34700012207031
3911,5030,1812505913.677,1812506053.95,Magadan1-KinoSat_110508,140.27300000190735
3912,5031,1812505913.677,1812506053.95,Magadan2-KinoSat_110508,140.27300000190735
3913,5032,1812505913.677,1812506053.95,Irkutsk-KinoSat_110508,140.27300000190735
3914,5033,1812506053.95,1812506076.975,Magadan1-KinoSat_110508,23.024999856948853
3915,5034,1812506053.95,1812506076.975,Novosib-KinoSat_110508,23.024999856948853
3916,5035,1812506053.95,1812506076.975,Magadan2-KinoSat_110508,23.024999856948853
3917,5036,1812506053.95,1812506076.975,Irkutsk-KinoSat_110508,23.024999856948853
3921,5040,1812506076.975,1812506095.884,Magadan2-KinoSat_110508,18.909000158309937
3920,5039,1812506076.975,1812506095.884,Novosib-KinoSat_110508,18.909000158309937
3922,5041,1812506076.975,1812506095.884,Irkutsk-KinoSat_110508,18.909000158309937
3918,5037,1812506076.975,1812506095.884,Magadan1-KinoSat_110508,18.909000158309937
3919,5038,1812506076.975,1812506095.884,Norilsk-KinoSat_110508,18.909000158309937
3923,5042,1812506095.884,1812506419.616,Magadan1-KinoSat_110508,323.731999874115
3924,5043,1812506095.884,1812506419.616,Norilsk-KinoSat_110508,323.731999874115
3925,5044,1812506095.884,1812506419.616,Novosib-KinoSat_110508,323.731999874115
3926,5045,1812506095.884,1812506419.616,Magadan2-KinoSat_110508,323.731999874115
3927,5046,1812506095.884,1812506419.616,Russia-KinoSat_110508,323.731999874115
3928,5047,1812506095.884,1812506419.616,Irkutsk-KinoSat_110508,323.731999874115
3936,5062,1812506419.616,1812506491.985,Irkutsk-KinoSat_110508,72.36899995803833
3935,5061,1812506419.616,1812506491.985,Russia-KinoSat_110508,72.36899995803833
3934,5060,1812506419.616,1812506491.985,Murmansk1-KinoSat_110508,72.36899995803833
3933,5059,1812506419.616,1812506491.985,Murmansk2-KinoSat_110508,72.36899995803833
3932,5058,1812506419.616,1812506491.985,Magadan2-KinoSat_110508,72.36899995803833
3930,5056,1812506419.616,1812506491.985,Norilsk-KinoSat_110508,72.36899995803833
3929,5055,1812506419.616,1812506491.985,Magadan1-KinoSat_110508,72.36899995803833
3931,5057,1812506419.616,1812506491.985,Novosib-KinoSat_110508,72.36899995803833
3937,5070,1812506491.985,1812506514.32,Norilsk-KinoSat_110508,22.335000038146973
3938,5071,1812506491.985,1812506514.32,Novosib-KinoSat_110508,22.335000038146973
3939,5072,1812506491.985,1812506514.32,Murmansk2-KinoSat_110508,22.335000038146973
3940,5073,1812506491.985,1812506514.32,Murmansk1-KinoSat_110508,22.335000038146973
3941,5074,1812506491.985,1812506514.32,Russia-KinoSat_110508,22.335000038146973
3942,5075,1812506491.985,1812506514.32,Irkutsk-KinoSat_110508,22.335000038146973
3947,5080,1812506514.32,1812506517.722,Russia-KinoSat_110508,3.4019999504089355
3945,5078,1812506514.32,1812506517.722,Murmansk2-KinoSat_110508,3.4019999504089355
3946,5079,1812506514.32,1812506517.722,Murmansk1-KinoSat_110508,3.4019999504089355
3944,5077,1812506514.32,1812506517.722,Novosib-KinoSat_110508,3.4019999504089355
3943,5076,1812506514.32,1812506517.722,Norilsk-KinoSat_110508,3.4019999504089355
3948,5081,1812506517.722,1812506582.414,Norilsk-KinoSat_110508,64.69200015068054
3949,5082,1812506517.722,1812506582.414,Novosib-KinoSat_110508,64.69200015068054
3950,5083,1812506517.722,1812506582.414,Murmansk2-KinoSat_110508,64.69200015068054
3951,5084,1812506517.722,1812506582.414,Murmansk1-KinoSat_110508,64.69200015068054
3952,5085,1812506582.414,1812506825.035,Norilsk-KinoSat_110508,242.6210000514984
3953,5086,1812506582.414,1812506825.035,Murmansk2-KinoSat_110508,242.6210000514984
3954,5087,1812506582.414,1812506825.035,Murmansk1-KinoSat_110508,242.6210000514984
3955,5088,1812506825.035,1812507048.559,Murmansk2-KinoSat_110508,223.5239999294281
3956,5089,1812506825.035,1812507048.559,Murmansk1-KinoSat_110508,223.5239999294281
3957,5091,1812511512.304,1812511626.298,Irkutsk-KinoSat_110508,113.99400019645691
3958,5092,1812511626.298,1812511799.672,Novosib-KinoSat_110508,173.37399983406067
3959,5093,1812511626.298,1812511799.672,Irkutsk-KinoSat_110508,173.37399983406067
3960,5094,1812511799.672,1812511868.249,Norilsk-KinoSat_110508,68.5770001411438
3961,5095,1812511799.672,1812511868.249,Novosib-KinoSat_110508,68.5770001411438
3962,5096,1812511799.672,1812511868.249,Irkutsk-KinoSat_110508,68.5770001411438
3963,5097,1812511868.249,1812512074.298,Norilsk-KinoSat_110508,206.04900002479553
3964,5098,1812511868.249,1812512074.298,Novosib-KinoSat_110508,206.04900002479553
3965,5099,1812511868.249,1812512074.298,Russia-KinoSat_110508,206.04900002479553
3966,5100,1812511868.249,1812512074.298,Irkutsk-KinoSat_110508,206.04900002479553
3972,5111,1812512074.298,1812512255.005,Irkutsk-KinoSat_110508,180.70700001716614
3971,5110,1812512074.298,1812512255.005,Russia-KinoSat_110508,180.70700001716614
3969,5108,1812512074.298,1812512255.005,Murmansk1-KinoSat_110508,180.70700001716614
3968,5107,1812512074.298,1812512255.005,Novosib-KinoSat_110508,180.70700001716614
3967,5106,1812512074.298,1812512255.005,Norilsk-KinoSat_110508,180.70700001716614
3970,5109,1812512074.298,1812512255.005,Murmansk2-KinoSat_110508,180.70700001716614
3973,5112,1812512255.005,1812512275.75,Norilsk-KinoSat_110508,20.744999885559082
3974,5113,1812512255.005,1812512275.75,Novosib-KinoSat_110508,20.744999885559082
3975,5114,1812512255.005,1812512275.75,Murmansk1-KinoSat_110508,20.744999885559082
3976,5115,1812512255.005,1812512275.75,Murmansk2-KinoSat_110508,20.744999885559082
3977,5116,1812512255.005,1812512275.75,Irkutsk-KinoSat_110508,20.744999885559082
3980,5119,1812512275.75,1812512369.306,Murmansk1-KinoSat_110508,93.55599999427795
3981,5120,1812512275.75,1812512369.306,Murmansk2-KinoSat_110508,93.55599999427795
3979,5118,1812512275.75,1812512369.306,Novosib-KinoSat_110508,93.55599999427795
3978,5117,1812512275.75,1812512369.306,Norilsk-KinoSat_110508,93.55599999427795
3982,5121,1812512369.306,1812512576.917,Norilsk-KinoSat_110508,207.61100006103516
3983,5122,1812512369.306,1812512576.917,Murmansk1-KinoSat_110508,207.61100006103516
3984,5123,1812512369.306,1812512576.917,Murmansk2-KinoSat_110508,207.61100006103516
3985,5124,1812512576.917,1812512725.503,Murmansk1-KinoSat_110508,148.58599996566772
3986,5125,1812512576.917,1812512725.503,Murmansk2-KinoSat_110508,148.58599996566772
3987,5127,1812517372.127,1812517463.671,Novosib-KinoSat_110508,91.54399991035461
3989,5129,1812517463.671,1812517613.025,Irkutsk-KinoSat_110508,149.35400009155273
3988,5128,1812517463.671,1812517613.025,Novosib-KinoSat_110508,149.35400009155273
3991,5131,1812517613.025,1812517639.772,Novosib-KinoSat_110508,26.746999979019165
3992,5132,1812517613.025,1812517639.772,Irkutsk-KinoSat_110508,26.746999979019165
3990,5130,1812517613.025,1812517639.772,Norilsk-KinoSat_110508,26.746999979019165
3996,5136,1812517639.772,1812517722.901,Irkutsk-KinoSat_110508,83.12899994850159
3995,5135,1812517639.772,1812517722.901,Moscow-KinoSat_110508,83.12899994850159
3994,5134,1812517639.772,1812517722.901,Novosib-KinoSat_110508,83.12899994850159
3993,5133,1812517639.772,1812517722.901,Norilsk-KinoSat_110508,83.12899994850159
3997,5142,1812517722.901,1812517749.174,Norilsk-KinoSat_110508,26.27300000190735
3998,5143,1812517722.901,1812517749.174,Novosib-KinoSat_110508,26.27300000190735
3999,5144,1812517722.901,1812517749.174,Moscow-KinoSat_110508,26.27300000190735
4000,5145,1812517722.901,1812517749.174,Murmansk2-KinoSat_110508,26.27300000190735
4001,5146,1812517722.901,1812517749.174,Murmansk1-KinoSat_110508,26.27300000190735
4002,5147,1812517722.901,1812517749.174,Irkutsk-KinoSat_110508,26.27300000190735
4009,5154,1812517749.174,1812517944.943,Irkutsk-KinoSat_110508,195.76900005340576
4008,5153,1812517749.174,1812517944.943,Russia-KinoSat_110508,195.76900005340576
4007,5152,1812517749.174,1812517944.943,Murmansk1-KinoSat_110508,195.76900005340576
4006,5151,1812517749.174,1812517944.943,Murmansk2-KinoSat_110508,195.76900005340576
4005,5150,1812517749.174,1812517944.943,Moscow-KinoSat_110508,195.76900005340576
4004,5149,1812517749.174,1812517944.943,Novosib-KinoSat_110508,195.76900005340576
4003,5148,1812517749.174,1812517944.943,Norilsk-KinoSat_110508,195.76900005340576
4010,5155,1812517944.943,1812518000.261,Norilsk-KinoSat_110508,55.317999839782715
4011,5156,1812517944.943,1812518000.261,Novosib-KinoSat_110508,55.317999839782715
4012,5157,1812517944.943,1812518000.261,Moscow-KinoSat_110508,55.317999839782715
4013,5158,1812517944.943,1812518000.261,Murmansk2-KinoSat_110508,55.317999839782715
4014,5159,1812517944.943,1812518000.261,Murmansk1-KinoSat_110508,55.317999839782715
4015,5160,1812517944.943,1812518000.261,Russia-KinoSat_110508,55.317999839782715
4020,5165,1812518000.261,1812518121.317,Murmansk1-KinoSat_110508,121.05599999427795
4019,5164,1812518000.261,1812518121.317,Murmansk2-KinoSat_110508,121.05599999427795
4016,5161,1812518000.261,1812518121.317,Norilsk-KinoSat_110508,121.05599999427795
4017,5162,1812518000.261,1812518121.317,Novosib-KinoSat_110508,121.05599999427795
4018,5163,1812518000.261,1812518121.317,Moscow-KinoSat_110508,121.05599999427795
4021,5166,1812518121.317,1812518199.109,Norilsk-KinoSat_110508,77.79200005531311
4022,5167,1812518121.317,1812518199.109,Moscow-KinoSat_110508,77.79200005531311
4023,5168,1812518121.317,1812518199.109,Murmansk2-KinoSat_110508,77.79200005531311
4024,5169,1812518121.317,1812518199.109,Murmansk1-KinoSat_110508,77.79200005531311
4025,5170,1812518199.109,1812518336.743,Norilsk-KinoSat_110508,137.6340000629425
4026,5171,1812518199.109,1812518336.743,Murmansk2-KinoSat_110508,137.6340000629425
4027,5172,1812518199.109,1812518336.743,Murmansk1-KinoSat_110508,137.6340000629425
4029,5174,1812518336.743,1812518445.769,Murmansk1-KinoSat_110508,109.02600002288818
4028,5173,1812518336.743,1812518445.769,Murmansk2-KinoSat_110508,109.02600002288818
4030,5176,1812523229.144,1812523359.394,Moscow-KinoSat_110508,130.25
4031,5177,1812523359.394,1812523418.678,Novosib-KinoSat_110508,59.28399991989136
4032,5178,1812523359.394,1812523418.678,Moscow-KinoSat_110508,59.28399991989136
4033,5182,1812523418.678,1812523489.382,Novosib-KinoSat_110508,70.7039999961853
4034,5183,1812523418.678,1812523489.382,Moscow-KinoSat_110508,70.7039999961853
4035,5184,1812523418.678,1812523489.382,Murmansk2-KinoSat_110508,70.7039999961853
4036,5185,1812523418.678,1812523489.382,Murmansk1-KinoSat_110508,70.7039999961853
4040,5189,1812523489.382,1812523548.161,Murmansk1-KinoSat_110508,58.77900004386902
4039,5188,1812523489.382,1812523548.161,Murmansk2-KinoSat_110508,58.77900004386902
4041,5190,1812523489.382,1812523548.161,Russia-KinoSat_110508,58.77900004386902
4037,5186,1812523489.382,1812523548.161,Novosib-KinoSat_110508,58.77900004386902
4038,5187,1812523489.382,1812523548.161,Moscow-KinoSat_110508,58.77900004386902
4047,5196,1812523548.161,1812523753.0,Russia-KinoSat_110508,204.83899998664856
4046,5195,1812523548.161,1812523753.0,Murmansk1-KinoSat_110508,204.83899998664856
4045,5194,1812523548.161,1812523753.0,Murmansk2-KinoSat_110508,204.83899998664856
4042,5191,1812523548.161,1812523753.0,Norilsk-KinoSat_110508,204.83899998664856
4043,5192,1812523548.161,1812523753.0,Novosib-KinoSat_110508,204.83899998664856
4044,5193,1812523548.161,1812523753.0,Moscow-KinoSat_110508,204.83899998664856
4048,5197,1812523753.0,1812523759.377,Norilsk-KinoSat_110508,6.377000093460083
4049,5198,1812523753.0,1812523759.377,Novosib-KinoSat_110508,6.377000093460083
4050,5199,1812523753.0,1812523759.377,Moscow-KinoSat_110508,6.377000093460083
4051,5200,1812523753.0,1812523759.377,Murmansk2-KinoSat_110508,6.377000093460083
4052,5201,1812523753.0,1812523759.377,Murmansk1-KinoSat_110508,6.377000093460083
4058,5207,1812523759.377,1812523783.91,Russia-KinoSat_110508,24.532999992370605
4057,5206,1812523759.377,1812523783.91,Murmansk1-KinoSat_110508,24.532999992370605
4056,5205,1812523759.377,1812523783.91,Murmansk2-KinoSat_110508,24.532999992370605
4055,5204,1812523759.377,1812523783.91,Moscow-KinoSat_110508,24.532999992370605
4054,5203,1812523759.377,1812523783.91,Novosib-KinoSat_110508,24.532999992370605
4053,5202,1812523759.377,1812523783.91,Norilsk-KinoSat_110508,24.532999992370605
4059,5208,1812523783.91,1812523815.931,Norilsk-KinoSat_110508,32.020999908447266
4060,5209,1812523783.91,1812523815.931,Moscow-KinoSat_110508,32.020999908447266
4061,5210,1812523783.91,1812523815.931,Murmansk2-KinoSat_110508,32.020999908447266
4062,5211,1812523783.91,1812523815.931,Murmansk1-KinoSat_110508,32.020999908447266
4063,5212,1812523783.91,1812523815.931,Russia-KinoSat_110508,32.020999908447266
4066,5215,1812523815.931,1812523982.42,Murmansk2-KinoSat_110508,166.489000082016
4067,5216,1812523815.931,1812523982.42,Murmansk1-KinoSat_110508,166.489000082016
4064,5213,1812523815.931,1812523982.42,Norilsk-KinoSat_110508,166.489000082016
4065,5214,1812523815.931,1812523982.42,Moscow-KinoSat_110508,166.489000082016
4068,5217,1812523982.42,1812524088.232,Norilsk-KinoSat_110508,105.81200003623962
4069,5218,1812523982.42,1812524088.232,Murmansk2-KinoSat_110508,105.81200003623962
4070,5219,1812523982.42,1812524088.232,Murmansk1-KinoSat_110508,105.81200003623962
4071,5220,1812524088.232,1812524193.182,Murmansk2-KinoSat_110508,104.94999980926514
4072,5221,1812524088.232,1812524193.182,Murmansk1-KinoSat_110508,104.94999980926514
4073,5223,1812528993.573,1812529201.615,Moscow-KinoSat_110508,208.0420000553131
4074,5226,1812529201.615,1812529701.615,Moscow-KinoSat_110508,500.0
4078,5228,1812529201.615,1812529701.615,Murmansk1-KinoSat_110508,500.0
4076,5227,1812529201.615,1812529701.615,Murmansk2-KinoSat_110508,500.0
4079,5228,1812529701.615,1812529730.045,Murmansk1-KinoSat_110508,28.430000066757202
4077,5227,1812529701.615,1812529730.045,Murmansk2-KinoSat_110508,28.430000066757202
4075,5226,1812529701.615,1812529730.045,Moscow-KinoSat_110508,28.430000066757202
4080,5229,1812529730.045,1812529950.922,Murmansk2-KinoSat_110508,220.8769998550415
4081,5230,1812529730.045,1812529950.922,Murmansk1-KinoSat_110508,220.8769998550415
4082,5232,1812530115.405,1812530526.517,Anadyr2-KinoSat_110508,411.1119999885559
4083,5233,1812535023.134,1812535104.483,Moscow-KinoSat_110508,81.34899997711182
4084,5236,1812535104.483,1812535367.109,Moscow-KinoSat_110508,262.62599992752075
